program,source,date,month,day_of_month,days_in_month,day_weight,pacing_pct_mtd,target_spend_day,target_spend_mtd,actual_spend_day,actual_spend_mtd,spend_var_pct_mtd,target_leads_day,target_leads_mtd,actual_leads_day,actual_leads_mtd,lead_var_pct_mtd,target_appointments_day,target_appointments_mtd,actual_appointments_day,actual_appointments_mtd,appointment_var_pct_mtd,target_demos_day,target_demos_mtd,actual_demos_day,actual_demos_mtd,demo_var_pct_mtd,target_enrollments_day,target_enrollments_mtd,actual_enrollments_day,actual_enrollments_mtd,enrollment_var_pct_mtd,target_cpl_month,target_cpl_mtd_implied,actual_cpl_mtd,cpl_var_pct_mtd,notes
Sprint Cert (Hospitality),Meta,2026-04-11,Apr 26,11,30,0.033333,0.366667,27039.83,297438.17,,,,154.5133,1699.6467,,,,6.438,70.818,,,,2.5753,28.3287,,,,0.7727,8.4993,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-12,Apr 26,12,30,0.033333,0.4,27039.83,324478.0,,,,154.5133,1854.16,,,,6.438,77.256,,,,2.5753,30.904,,,,0.7727,9.272,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-13,Apr 26,13,30,0.033333,0.433333,27039.83,351517.83,,,,154.5133,2008.6733,,,,6.438,83.694,,,,2.5753,33.4793,,,,0.7727,10.0447,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-14,Apr 26,14,30,0.033333,0.466667,27039.83,378557.67,,,,154.5133,2163.1867,,,,6.438,90.132,,,,2.5753,36.0547,,,,0.7727,10.8173,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-15,Apr 26,15,30,0.033333,0.5,27039.83,405597.5,,,,154.5133,2317.7,,,,6.438,96.57,,,,2.5753,38.63,,,,0.7727,11.59,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-16,Apr 26,16,30,0.033333,0.533333,27039.83,432637.33,,,,154.5133,2472.2133,,,,6.438,103.008,,,,2.5753,41.2053,,,,0.7727,12.3627,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-17,Apr 26,17,30,0.033333,0.566667,27039.83,459677.17,,,,154.5133,2626.7267,,,,6.438,109.446,,,,2.5753,43.7807,,,,0.7727,13.1353,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-18,Apr 26,18,30,0.033333,0.6,27039.83,486717.0,,,,154.5133,2781.24,,,,6.438,115.884,,,,2.5753,46.356,,,,0.7727,13.908,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-19,Apr 26,19,30,0.033333,0.633333,27039.83,513756.83,,,,154.5133,2935.7533,,,,6.438,122.322,,,,2.5753,48.9313,,,,0.7727,14.6807,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-20,Apr 26,20,30,0.033333,0.666667,27039.83,540796.67,,,,154.5133,3090.2667,,,,6.438,128.76,,,,2.5753,51.5067,,,,0.7727,15.4533,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-21,Apr 26,21,30,0.033333,0.7,27039.83,567836.5,,,,154.5133,3244.78,,,,6.438,135.198,,,,2.5753,54.082,,,,0.7727,16.226,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-22,Apr 26,22,30,0.033333,0.733333,27039.83,594876.33,,,,154.5133,3399.2933,,,,6.438,141.636,,,,2.5753,56.6573,,,,0.7727,16.9987,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-23,Apr 26,23,30,0.033333,0.766667,27039.83,621916.17,,,,154.5133,3553.8067,,,,6.438,148.074,,,,2.5753,59.2327,,,,0.7727,17.7713,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-24,Apr 26,24,30,0.033333,0.8,27039.83,648956.0,,,,154.5133,3708.32,,,,6.438,154.512,,,,2.5753,61.808,,,,0.7727,18.544,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-25,Apr 26,25,30,0.033333,0.833333,27039.83,675995.83,,,,154.5133,3862.8333,,,,6.438,160.95,,,,2.5753,64.3833,,,,0.7727,19.3167,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-26,Apr 26,26,30,0.033333,0.866667,27039.83,703035.67,,,,154.5133,4017.3467,,,,6.438,167.388,,,,2.5753,66.9587,,,,0.7727,20.0893,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-27,Apr 26,27,30,0.033333,0.9,27039.83,730075.5,,,,154.5133,4171.86,,,,6.438,173.826,,,,2.5753,69.534,,,,0.7727,20.862,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-28,Apr 26,28,30,0.033333,0.933333,27039.83,757115.33,,,,154.5133,4326.3733,,,,6.438,180.264,,,,2.5753,72.1093,,,,0.7727,21.6347,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-29,Apr 26,29,30,0.033333,0.966667,27039.83,784155.17,,,,154.5133,4480.8867,,,,6.438,186.702,,,,2.5753,74.6847,,,,0.7727,22.4073,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-04-30,Apr 26,30,30,0.033333,1.0,27039.83,811195.0,,,,154.5133,4635.4,,,,6.438,193.14,,,,2.5753,77.26,,,,0.7727,23.18,,,,175.0,175.0,,,
Sprint Cert (Health/AHP),Google,2026-04-01,Apr 26,1,30,0.033333,0.033333,15566.25,15566.25,,,,83.02,83.02,,,,5.1887,5.1887,,,,2.0753,2.0753,,,,0.6227,0.6227,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-02,Apr 26,2,30,0.033333,0.066667,15566.25,31132.5,,,,83.02,166.04,,,,5.1887,10.3773,,,,2.0753,4.1507,,,,0.6227,1.2453,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-03,Apr 26,3,30,0.033333,0.1,15566.25,46698.75,,,,83.02,249.06,,,,5.1887,15.566,,,,2.0753,6.226,,,,0.6227,1.868,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-04,Apr 26,4,30,0.033333,0.133333,15566.25,62265.0,,,,83.02,332.08,,,,5.1887,20.7547,,,,2.0753,8.3013,,,,0.6227,2.4907,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-05,Apr 26,5,30,0.033333,0.166667,15566.25,77831.25,,,,83.02,415.1,,,,5.1887,25.9433,,,,2.0753,10.3767,,,,0.6227,3.1133,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-06,Apr 26,6,30,0.033333,0.2,15566.25,93397.5,,,,83.02,498.12,,,,5.1887,31.132,,,,2.0753,12.452,,,,0.6227,3.736,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-07,Apr 26,7,30,0.033333,0.233333,15566.25,108963.75,,,,83.02,581.14,,,,5.1887,36.3207,,,,2.0753,14.5273,,,,0.6227,4.3587,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-08,Apr 26,8,30,0.033333,0.266667,15566.25,124530.0,,,,83.02,664.16,,,,5.1887,41.5093,,,,2.0753,16.6027,,,,0.6227,4.9813,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-09,Apr 26,9,30,0.033333,0.3,15566.25,140096.25,,,,83.02,747.18,,,,5.1887,46.698,,,,2.0753,18.678,,,,0.6227,5.604,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-10,Apr 26,10,30,0.033333,0.333333,15566.25,155662.5,,,,83.02,830.2,,,,5.1887,51.8867,,,,2.0753,20.7533,,,,0.6227,6.2267,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-11,Apr 26,11,30,0.033333,0.366667,15566.25,171228.75,,,,83.02,913.22,,,,5.1887,57.0753,,,,2.0753,22.8287,,,,0.6227,6.8493,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-12,Apr 26,12,30,0.033333,0.4,15566.25,186795.0,,,,83.02,996.24,,,,5.1887,62.264,,,,2.0753,24.904,,,,0.6227,7.472,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-13,Apr 26,13,30,0.033333,0.433333,15566.25,202361.25,,,,83.02,1079.26,,,,5.1887,67.4527,,,,2.0753,26.9793,,,,0.6227,8.0947,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-14,Apr 26,14,30,0.033333,0.466667,15566.25,217927.5,,,,83.02,1162.28,,,,5.1887,72.6413,,,,2.0753,29.0547,,,,0.6227,8.7173,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-15,Apr 26,15,30,0.033333,0.5,15566.25,233493.75,,,,83.02,1245.3,,,,5.1887,77.83,,,,2.0753,31.13,,,,0.6227,9.34,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-04-16,Apr 26,16,30,0.033333,0.533333,15566.25,249060.0,,,,83.02,1328.32,,,,5.1887,83.0187,,,,2.0753,33.2053,,,,0.6227,9.9627,,,,187.5,187.5,,,
